41.92586,-87.63897
41.92591,-87.64926
41.92628,-87.63083
41.92676,-87.63443
41.92871,-87.65383
41.92883,-87.66851
41.92888,-87.66317
41.92889,-87.65897
41.92914,-87.64908
41.92955,-87.64312
41.92957,-87.70786
41.93058,-87.68513
41.93132,-87.63874
41.93186,-87.67079
41.93223,-87.65862
41.93250,-87.65268
41.93260,-87.66594
41.93262,-87.64239
41.93268,-87.63625
41.93334,-87.64875
41.93584,-87.66370
41.93588,-87.67842
41.93608,-87.66981
41.93625,-87.65357
41.93650,-87.64754
41.93667,-87.63679
41.93774,-87.64409
41.93937,-87.66839
41.93949,-87.66378
41.93974,-87.65887
41.94011,-87.64545
41.94018,-87.65304
41.94060,-87.67850
41.94078,-87.63919
41.94334,-87.67097
41.94340,-87.67962
41.94366,-87.64892
41.94374,-87.66402
41.94551,-87.64598
41.94618,-87.67331
41.94688,-87.65445
41.94784,-87.64542
41.94815,-87.66394
41.94893,-87.65775
41.94911,-87.67511
41.94933,-87.64963
41.95069,-87.66870
41.95283,-87.64999
41.95418,-87.66436
41.95434,-87.65460
41.95438,-87.64804
41.95469,-87.67393
41.95593,-87.67926
41.95606,-87.66887
41.95708,-87.66420
41.95788,-87.64952
41.95792,-87.67357
41.95840,-87.65423
41.96100,-87.64960
41.96151,-87.67139
41.96159,-87.66604
41.96163,-87.67410
41.96167,-87.65464
41.96239,-87.68415
41.96325,-87.67926
41.96398,-87.63818
41.96529,-87.65877
41.96583,-87.68651
41.96656,-87.68849
41.96709,-87.67903
41.96710,-87.66743
41.96797,-87.65000
41.96864,-87.67634
41.96887,-87.65886
41.96952,-87.65469
41.97297,-87.65964
41.97339,-87.66837
41.97835,-87.65975
